YEAR,BY YEAR NO,BY ROUND NO,Team1_NO,Team1,Seed1,ROUND,CURRENT ROUND,Score1,Team2_NO,Team2,Seed2,ROUND.1,CURRENT ROUND.1,Score2,Team1_Win,Rank,Team,Conference,W-L,AdjEM,AdjustO,AdjustO Rank,AdjustD,AdjustD Rank,AdjustT,AdjustT Rank,Luck,Luck Rank,SOS AdjEM,SOS AdjEM Rank,SOS OppO,SOS OppO Rank,SOS OppD,SOS OppD Rank,NCSOS AdjEM,NCSOS AdjEM Rank,Year,Rank_Team2,Team_Team2,Conference_Team2,W-L_Team2,AdjEM_Team2,AdjustO_Team2,AdjustO Rank_Team2,AdjustD_Team2,AdjustD Rank_Team2,AdjustT_Team2,AdjustT Rank_Team2,Luck_Team2,Luck Rank_Team2,SOS AdjEM_Team2,SOS AdjEM Rank_Team2,SOS OppO_Team2,SOS OppO Rank_Team2,SOS OppD_Team2,SOS OppD Rank_Team2,NCSOS AdjEM_Team2,NCSOS AdjEM Rank_Team2,Year_Team2,Bart_Team,Bart_Rank,Bart_AdjOE,Bart_AdjDE,Bart_Barthag,Bart_AdjT,Bart_SOS,Bart_NCSOS,Bart_EliteSOS,Bart_WAB,Bart_QualO,Bart_QualD,Bart_QualBarthag,Bart_Year,Bart_Team_Team2,Bart_Rank_Team2,Bart_AdjOE_Team2,Bart_AdjDE_Team2,Bart_Barthag_Team2,Bart_AdjT_Team2,Bart_SOS_Team2,Bart_NCSOS_Team2,Bart_EliteSOS_Team2,Bart_WAB_Team2,Bart_QualO_Team2,Bart_QualD_Team2,Bart_QualBarthag_Team2,Bart_Year_Team2
2016,1026,342,542,Virginia,1,8,16,84.0,579,Iowa St.,4,16,16,71.0,1,3.0,Virginia,ACC,26-7,26.7,118.5,9.0,91.8,4.0,61.4,351.0,-0.043,280.0,10.5,3.0,109.9,4.0,99.4,9.0,,54.0,2016.0,13.0,Iowa St.,B12,21-11,20.2,120.5,3.0,100.3,102.0,71.9,53.0,-0.07,326.0,9.6,6.0,108.0,33.0,98.4,1.0,,162.0,2016.0,Virginia,3.0,119.25486809329684,91.42482361449392,0.9550442088306308,61.46812433183361,0.7522299462723236,0.6268064376584908,0.6429557824365527,9.053058176825056,131.46926156521792,100.34362164785952,0.9571799286430296,2016.0,Iowa St.,16.0,121.30755189876548,98.19655852694989,0.9191323219921618,72.18182434183387,0.7356629598682397,0.5691828423619417,0.6313373123192807,3.942244272201237,133.38432474298267,106.2737799008634,0.9316925674366452,2016.0
2016,1024,340,587,Gonzaga,11,16,16,60.0,555,Syracuse,10,4,16,63.0,0,24.0,Gonzaga,WCC,26-7,16.6,114.4,25.0,97.8,53.0,68.0,223.0,-0.025,243.0,1.7,44.0,105.5,85.0,103.8,156.0,,40.0,2016.0,37.0,Syracuse,ACC,19-13,13.2,109.5,74.0,96.3,38.0,65.7,321.0,-0.047,289.0,7.6,17.0,108.8,18.0,101.2,61.0,,189.0,2016.0,Gonzaga,22.0,117.35131846851785,96.2376674654454,0.9072945774343136,68.19024798322842,0.5718912059057193,0.6482190202884525,0.7701501408621745,2.426316429872876,135.06789044232426,109.82874653934137,0.915199083893216,2016.0,Syracuse,35.0,111.21396413686143,94.48322239619073,0.8670227593616021,65.52143061856525,0.6808634019317417,0.5208564208992222,0.6737023009674796,0.0521431660084912,115.52476497742911,99.62048121164152,0.8459713876961007,2016.0
2016,1022,162,578,Kansas,1,8,8,59.0,543,Villanova,2,1,8,64.0,0,1.0,Kansas,B12,30-4,27.0,119.0,8.0,92.0,5.0,69.7,127.0,0.062,40.0,10.6,2.0,109.6,6.0,99.0,4.0,,92.0,2016.0,5.0,Villanova,BE,29-5,24.5,117.4,11.0,92.9,7.0,67.4,251.0,0.012,141.0,7.2,19.0,107.7,39.0,100.5,27.0,,77.0,2016.0,Kansas,1.0,121.3557878248314,90.79497757421466,0.9656570016846678,69.98410123156535,0.7595482157957469,0.6050048941982008,0.6156190422089485,12.004177154129565,128.9140080226888,94.55836565611148,0.9724596274421766,2016.0,Villanova,2.0,118.50390564568424,90.80177120616366,0.9553008555057864,67.19277661264306,0.6913751059656362,0.5901128503174232,0.6642375845044785,9.330656858535749,130.69559311308117,100.391690982297,0.9540692646421556,2016.0
2016,1020,160,566,Oregon,1,8,8,68.0,567,Oklahoma,2,4,8,80.0,0,9.0,Oregon,P12,28-6,21.9,119.3,6.0,97.4,47.0,68.7,183.0,0.035,89.0,7.7,16.0,107.1,52.0,99.4,8.0,,165.0,2016.0,8.0,Oklahoma,B12,25-7,22.1,115.4,21.0,93.3,10.0,70.8,84.0,0.008,154.0,10.4,4.0,109.7,5.0,99.3,6.0,,136.0,2016.0,Oregon,15.0,119.42302552533005,96.5957927476756,0.9197956408398344,69.01750709121801,0.7171406439851161,0.5609071797435193,0.6916660695461273,7.111142585211924,127.35138965292462,101.396928336458,0.9321967725714378,2016.0,Oklahoma,9.0,117.26957874862526,93.24008054154716,0.933200440808598,71.04411223003119,0.7427521254134064,0.5603795773363046,0.6079969071321057,8.397492011315427,120.36260680439268,96.4451051601012,0.927415588645606,2016.0
2016,1018,158,570,North Carolina,1,2,8,88.0,568,Notre Dame,6,8,8,74.0,1,4.0,North Carolina,ACC,28-6,25.7,119.6,4.0,93.9,15.0,72.0,47.0,-0.043,282.0,8.7,11.0,109.3,9.0,100.6,30.0,,101.0,2016.0,29.0,Notre Dame,ACC,21-11,14.4,118.0,10.0,103.6,172.0,65.8,317.0,0.033,94.0,7.8,14.0,108.8,20.0,101.0,49.0,,215.0,2016.0,North Carolina,7.0,119.51510567260772,93.49497915763118,0.9439406794415328,72.19770328022835,0.7236699793327583,0.6076331881120777,0.6663374896852835,8.958218456977683,126.68664585633516,99.12516101472384,0.9438178363637888,2016.0,Notre Dame,52.0,117.78311426447456,103.2239839876354,0.8201482814450861,65.81006470954445,0.6904025390556202,0.510870692480086,0.6702452384314903,2.663786330819186,117.43444074926455,105.36486145372932,0.7768125088699636,2016.0
2016,1016,156,542,Virginia,1,8,8,62.0,555,Syracuse,10,4,8,68.0,0,3.0,Virginia,ACC,26-7,26.7,118.5,9.0,91.8,4.0,61.4,351.0,-0.043,280.0,10.5,3.0,109.9,4.0,99.4,9.0,,54.0,2016.0,37.0,Syracuse,ACC,19-13,13.2,109.5,74.0,96.3,38.0,65.7,321.0,-0.047,289.0,7.6,17.0,108.8,18.0,101.2,61.0,,189.0,2016.0,Virginia,3.0,119.25486809329684,91.42482361449392,0.9550442088306308,61.46812433183361,0.7522299462723236,0.6268064376584908,0.6429557824365527,9.053058176825056,131.46926156521792,100.34362164785952,0.9571799286430296,2016.0,Syracuse,35.0,111.21396413686143,94.48322239619073,0.8670227593616021,65.52143061856525,0.6808634019317417,0.5208564208992222,0.6737023009674796,0.0521431660084912,115.52476497742911,99.62048121164152,0.8459713876961007,2016.0
2016,1014,66,543,Villanova,2,1,4,95.0,567,Oklahoma,2,4,4,51.0,1,5.0,Villanova,BE,29-5,24.5,117.4,11.0,92.9,7.0,67.4,251.0,0.012,141.0,7.2,19.0,107.7,39.0,100.5,27.0,,77.0,2016.0,8.0,Oklahoma,B12,25-7,22.1,115.4,21.0,93.3,10.0,70.8,84.0,0.008,154.0,10.4,4.0,109.7,5.0,99.3,6.0,,136.0,2016.0,Villanova,2.0,118.50390564568424,90.80177120616366,0.9553008555057864,67.19277661264306,0.6913751059656362,0.5901128503174232,0.6642375845044785,9.330656858535749,130.69559311308117,100.391690982297,0.9540692646421556,2016.0,Oklahoma,9.0,117.26957874862526,93.24008054154716,0.933200440808598,71.04411223003119,0.7427521254134064,0.5603795773363046,0.6079969071321057,8.397492011315427,120.36260680439268,96.4451051601012,0.927415588645606,2016.0
2016,1012,64,570,North Carolina,1,2,4,83.0,555,Syracuse,10,4,4,66.0,1,4.0,North Carolina,ACC,28-6,25.7,119.6,4.0,93.9,15.0,72.0,47.0,-0.043,282.0,8.7,11.0,109.3,9.0,100.6,30.0,,101.0,2016.0,37.0,Syracuse,ACC,19-13,13.2,109.5,74.0,96.3,38.0,65.7,321.0,-0.047,289.0,7.6,17.0,108.8,18.0,101.2,61.0,,189.0,2016.0,North Carolina,7.0,119.51510567260772,93.49497915763118,0.9439406794415328,72.19770328022835,0.7236699793327583,0.6076331881120777,0.6663374896852835,8.958218456977683,126.68664585633516,99.12516101472384,0.9438178363637888,2016.0,Syracuse,35.0,111.21396413686143,94.48322239619073,0.8670227593616021,65.52143061856525,0.6808634019317417,0.5208564208992222,0.6737023009674796,0.0521431660084912,115.52476497742911,99.62048121164152,0.8459713876961007,2016.0
2016,1010,18,543,Villanova,2,1,2,77.0,570,North Carolina,1,2,2,74.0,1,5.0,Villanova,BE,29-5,24.5,117.4,11.0,92.9,7.0,67.4,251.0,0.012,141.0,7.2,19.0,107.7,39.0,100.5,27.0,,77.0,2016.0,4.0,North Carolina,ACC,28-6,25.7,119.6,4.0,93.9,15.0,72.0,47.0,-0.043,282.0,8.7,11.0,109.3,9.0,100.6,30.0,,101.0,2016.0,Villanova,2.0,118.50390564568424,90.80177120616366,0.9553008555057864,67.19277661264306,0.6913751059656362,0.5901128503174232,0.6642375845044785,9.330656858535749,130.69559311308117,100.391690982297,0.9540692646421556,2016.0,North Carolina,7.0,119.51510567260772,93.49497915763118,0.9439406794415328,72.19770328022835,0.7236699793327583,0.6076331881120777,0.6663374896852835,8.958218456977683,126.68664585633516,99.12516101472384,0.9438178363637888,2016.0
2015,1008,1442,510,Kentucky,1,4,64,79.0,516,Hampton,16,64,64,56.0,1,1.0,Kentucky,SEC,34-0,34.3,120.0,5.0,85.7,2.0,63.4,253.0,0.055,54.0,6.5,21.0,105.5,46.0,99.0,28.0,,99.0,2015.0,64.0,Hampton,MEAC,17-17,-5.9,95.6,300.0,101.5,150.0,69.7,15.0,0.029,112.0,-6.8,64.0,98.0,341.0,104.8,286.0,,189.0,2015.0,Kentucky,1.0,120.13152312915878,84.28975708046319,0.9832877265131612,63.60557761892022,0.6994050458060631,0.6171845636739418,0.6918392748886553,13.182200267706536,138.14886879115517,94.64376192001762,0.9872505633643688,2015.0,Hampton,277.0,94.34190879359012,103.426256865715,0.2578384778747583,69.49095592205406,0.3108769582778083,0.4622594278292349,0.881357742952863,-12.549353676552013,89.2765672703604,98.84799860062908,0.2366365362247173,2015.0
2015,1006,1440,526,Cincinnati,8,32,64,66.0,489,Purdue,9,64,64,65.0,1,38.0,Cincinnati,Amer,22-10,13.0,106.4,82.0,93.4,20.0,60.0,341.0,-0.027,247.0,2.1,43.0,102.2,165.0,100.1,68.0,,114.0,2015.0,45.0,Purdue,B10,21-12,11.2,108.3,58.0,97.1,68.0,64.5,183.0,0.01,160.0,5.5,30.0,106.2,27.0,100.7,91.0,,272.0,2015.0,Cincinnati,46.0,106.88663740122146,92.94892654540402,0.8329616818917176,60.31043416306056,0.5812265675583483,0.5798852338464374,0.7807770669830341,-1.2344985627811529,128.5018972253614,108.05143629854236,0.880098933410696,2015.0,Purdue,30.0,110.98712544969231,93.9379833151537,0.871911114326229,65.17542746997105,0.6768122918151405,0.4825523387629818,0.6875407312624793,1.096556241991969,111.33418376049512,95.9332413373441,0.847116709573173,2015.0
2015,1004,1438,473,West Virginia,5,16,64,68.0,529,Buffalo,12,64,64,62.0,1,26.0,West Virginia,B12,23-9,15.8,111.3,33.0,95.5,46.0,68.7,26.0,0.05,63.0,7.8,12.0,106.2,23.0,98.4,16.0,,257.0,2015.0,46.0,Buffalo,MAC,23-9,11.1,109.6,48.0,98.5,92.0,69.2,21.0,0.011,155.0,2.6,38.0,104.6,72.0,102.0,142.0,,53.0,2015.0,West Virginia,25.0,111.63690122641512,93.02263791872132,0.8906795125277303,69.19460565455854,0.7071198643714363,0.4895430954148836,0.6520186100020791,4.221495687667089,120.1032105386716,101.50066404083564,0.8738338298079592,2015.0,Buffalo,63.0,110.10577775092972,98.0006327156808,0.7923875075480513,69.45065697436004,0.5470852042381734,0.495322179324577,0.8059869720983706,-1.218947244456812,104.66371006501892,84.70557941914609,0.9193142649721806,2015.0
2015,1002,1436,505,Maryland,4,32,64,65.0,477,Valparaiso,13,64,64,62.0,1,32.0,Maryland,B10,27-6,13.7,108.4,57.0,94.7,37.0,64.5,186.0,0.131,2.0,5.4,31.0,105.7,41.0,100.3,77.0,,238.0,2015.0,47.0,Valparaiso,Horz,28-5,9.6,103.9,127.0,94.3,29.0,62.7,280.0,0.07,37.0,-2.1,52.0,102.1,177.0,104.2,260.0,,282.0,2015.0,Maryland,33.0,110.1685406166487,93.60986845450648,0.8668129941184549,64.80324627065747,0.6750946849645587,0.4936380979215946,0.6844859062782562,7.018990360617183,117.202382027164,96.30257522936655,0.905396810745992,2015.0,Valparaiso,69.0,104.74677858265773,94.04809475461364,0.7753906564167029,63.40506434481384,0.4538657885731736,0.4275756608256553,0.8797250759618289,0.1972976512011469,0.0,0.0,0.0,2015.0
2015,1000,1434,528,Butler,6,32,64,56.0,483,Texas,11,64,64,48.0,1,24.0,Butler,BE,22-10,15.8,107.5,67.0,91.7,11.0,63.8,229.0,-0.014,217.0,6.8,19.0,106.9,10.0,100.1,66.0,,184.0,2015.0,18.0,Texas,B12,20-13,17.0,110.3,41.0,93.3,19.0,62.3,294.0,-0.071,325.0,8.2,10.0,106.2,28.0,98.0,10.0,,201.0,2015.0,Butler,22.0,109.5764952147897,89.82064362138252,0.9077354236240148,64.20823035958182,0.7018433728261637,0.5373592764047509,0.657830065418531,3.6080404006354487,118.0926159692182,99.479095294225,0.8778793030624308,2015.0,Texas,21.0,111.1374625871903,90.52476399025927,0.9136596011871426,62.99893199318282,0.705198177897147,0.4985490419641598,0.6477528266977273,1.0320510281078592,114.9438421412039,95.33303737027464,0.8957877221680226,2015.0
2015,998,1432,495,Notre Dame,3,8,64,69.0,497,Northeastern,14,64,64,65.0,1,9.0,Notre Dame,ACC,29-5,22.3,122.1,2.0,99.8,111.0,64.2,204.0,0.064,44.0,3.6,36.0,104.3,77.0,100.7,92.0,,347.0,2015.0,54.0,Northeastern,CAA,23-11,3.4,105.8,97.0,102.4,167.0,63.6,244.0,0.037,88.0,-1.6,49.0,102.1,176.0,103.7,236.0,,120.0,2015.0,Notre Dame,13.0,124.2778233053468,99.08546294382582,0.9311937990273842,64.2448907675972,0.6460805121391591,0.3599592122566187,0.6610571731753684,8.673657779340013,140.4410704425696,109.8043898427169,0.944275909583118,2015.0,Northeastern,111.0,107.01145065444916,101.30618048350723,0.6525046236776253,63.86936177691528,0.4714641120539963,0.5629965768183671,0.8550944691648019,-4.470818378697159,108.49060783000854,97.25360096344396,0.7785830950847437,2015.0
2015,996,1430,472,Wichita St.,7,16,64,81.0,514,Indiana,10,64,64,76.0,1,14.0,Wichita St.,MVC,28-4,20.3,113.2,20.0,92.9,15.0,62.1,301.0,0.018,135.0,1.7,44.0,102.0,179.0,100.3,76.0,,61.0,2015.0,44.0,Indiana,B10,20-13,11.7,116.5,9.0,104.8,217.0,66.6,85.0,-0.032,257.0,4.5,33.0,104.8,68.0,100.3,74.0,,318.0,2015.0,Wichita St.,15.0,113.78599382065306,91.20717515552096,0.9271449104978507,62.35399674040524,0.5633948965301887,0.6284840981704557,0.7812941376813963,4.311216666080396,122.61822519340272,97.05577739615678,0.9363495848734664,2015.0,Indiana,41.0,119.54681679802896,103.00715764702278,0.8471551214971672,67.14868640356573,0.664309865930384,0.4518090916789579,0.6889323418591267,-0.1731732081537923,123.81998101753874,107.989801039247,0.8282261565158365,2015.0
2015,994,1428,511,Kansas,2,32,64,75.0,502,New Mexico St.,15,64,64,56.0,1,15.0,Kansas,B12,26-8,20.3,110.8,37.0,90.5,7.0,67.4,56.0,0.079,24.0,12.0,1.0,108.5,1.0,96.5,1.0,,11.0,2015.0,50.0,New Mexico St.,WAC,23-10,6.4,104.3,118.0,97.9,84.0,63.7,238.0,-0.051,299.0,-5.4,61.0,99.4,319.0,104.8,288.0,,152.0,2015.0,Kansas,12.0,113.78347764526708,89.80061426427758,0.9383189598162824,67.39200809343778,0.8037215183479088,0.7238701977348161,0.5929274308968339,9.0876514759988,116.57778606435744,94.20802208693624,0.9205697973749734,2015.0,New Mexico St.,108.0,103.59849959889796,97.42479281603563,0.6696460001180454,64.46277931160662,0.3875174983100627,0.5649731301600264,0.8529173733925657,-4.4382483026698445,96.14347258382672,96.0864897822023,0.5017044681573369,2015.0
2015,992,1426,471,Wisconsin,1,2,64,86.0,525,Coastal Carolina,16,64,64,72.0,1,2.0,Wisconsin,B10,31-3,30.2,124.6,1.0,94.4,31.0,58.8,347.0,0.009,166.0,7.4,14.0,105.9,32.0,98.5,17.0,,37.0,2015.0,58.0,Coastal Carolina,BSth,24-9,1.8,103.8,133.0,102.0,158.0,64.4,191.0,0.006,173.0,-5.4,62.0,100.6,269.0,106.0,338.0,,186.0,2015.0,Wisconsin,2.0,127.35096678158176,92.02815942768687,0.9767016819381388,59.38990413156118,0.7395609759452528,0.6396454731959966,0.6362921435072384,11.472871208734263,141.76012891288235,103.01592166492355,0.9751905357001812,2015.0,Coastal Carolina,163.0,103.32960096487876,103.17488623005376,0.5043078380110032,64.11490641333847,0.3405044014522366,0.4538924724319826,0.8854864398216784,-5.0080383188558955,114.29416873671568,103.17251421845398,0.7644602433282448,2015.0
2015,990,1424,491,Oregon,8,32,64,79.0,492,Oklahoma St.,9,64,64,73.0,1,40.0,Oregon,P12,25-9,12.7,113.3,17.0,100.6,129.0,66.5,89.0,0.127,4.0,5.6,28.0,105.5,47.0,99.9,59.0,,265.0,2015.0,36.0,Oklahoma St.,B12,18-13,13.1,109.4,50.0,96.3,59.0,63.3,257.0,-0.034,267.0,9.1,5.0,105.7,39.0,96.6,2.0,,217.0,2015.0,Oregon,47.0,114.18463361535144,99.44524215176446,0.8305330838724956,67.00162527282652,0.665274287783779,0.5257038909656829,0.7008206645123389,3.076765190454057,123.97263563461324,110.45111655499814,0.7905278268532095,2015.0,Oklahoma St.,35.0,111.0269354863632,94.47651112582852,0.8648707426387808,64.00122504045407,0.7342642810296922,0.5189014720141495,0.6389713284904899,0.3247848371240585,113.32629356434138,98.36169808751212,0.8359814506368022,2015.0
2015,988,1422,533,Arkansas,5,32,64,56.0,470,Wofford,12,64,64,53.0,1,27.0,Arkansas,SEC,26-8,15.7,113.2,19.0,97.5,78.0,70.0,10.0,0.047,70.0,5.6,29.0,105.3,51.0,99.7,49.0,,242.0,2015.0,51.0,Wofford,SC,28-6,5.9,103.3,144.0,97.4,77.0,61.5,315.0,0.141,1.0,-3.2,53.0,102.4,153.0,105.6,322.0,,23.0,2015.0,Arkansas,31.0,113.36684745493642,96.06692638983776,0.8703678196669808,70.33395556349338,0.643318671887624,0.48538743121544,0.7240209615149659,3.9527786886635967,116.7633788056202,97.5400466432024,0.887822981693455,2015.0,Wofford,115.0,102.17163304179256,97.22584028713936,0.6389020403853182,61.643393354302695,0.4172649523677987,0.6024710328367839,0.849640831429188,0.2753916410889743,93.68019900046372,96.68361539947048,0.4102561106884936,2015.0
2015,986,1420,501,North Carolina,4,16,64,67.0,515,Harvard,13,64,64,65.0,1,16.0,North Carolina,ACC,24-11,20.0,115.2,12.0,95.2,42.0,70.0,9.0,-0.034,269.0,10.5,2.0,108.1,2.0,97.6,6.0,,15.0,2015.0,49.0,Harvard,Ivy,22-7,7.4,102.0,171.0,94.6,36.0,61.5,317.0,0.114,8.0,-0.1,47.0,102.3,161.0,102.4,161.0,,137.0,2015.0,North Carolina,9.0,118.68589024194588,92.00341554751115,0.94923885803687,70.26486272462795,0.7792776549014224,0.682950954101215,0.5970001229292178,6.64950372830532,133.3640188738092,104.370323553657,0.9436979632571274,2015.0,Harvard,92.0,101.61224192813384,94.31147996173708,0.702128161347963,62.04272740576763,0.4858642460287284,0.5217374639580991,0.8331845093869558,-1.2629784914973734,63.02804624766258,110.19207807637508,0.0016188488355159,2015.0
2015,984,1418,468,Xavier,6,16,64,76.0,503,Mississippi,11,64,64,57.0,1,25.0,Xavier,BE,21-13,15.8,111.9,27.0,96.1,55.0,65.7,129.0,-0.063,317.0,8.6,8.0,106.7,13.0,98.1,11.0,,111.0,2015.0,34.0,Mississippi,SEC,21-12,13.5,113.4,16.0,99.9,114.0,66.8,75.0,-0.045,286.0,6.4,25.0,105.0,62.0,98.6,20.0,,190.0,2015.0,Xavier,24.0,114.29362218010756,95.12985387299716,0.8919264042234818,66.1971297634322,0.735191326772072,0.5855926160874474,0.6644578894237311,1.4655722517484524,117.22516003868284,93.56386273290052,0.930390380080157,2015.0,Mississippi,55.0,112.97032590057732,99.13607335558284,0.8179121487731318,66.55966073084024,0.6620664027363834,0.5026691804150439,0.7246748014839038,-0.4361508318991571,126.40855728499628,102.47705305619648,0.9178602592397576,2015.0
2015,982,1416,532,Baylor,3,64,64,56.0,518,Georgia St.,14,32,64,57.0,0,13.0,Baylor,B12,24-9,20.4,114.9,13.0,94.5,33.0,62.2,299.0,-0.018,223.0,9.1,4.0,106.5,14.0,97.4,4.0,,169.0,2015.0,48.0,Georgia St.,SB,24-9,9.5,108.6,56.0,99.1,101.0,63.3,259.0,-0.008,202.0,-1.7,50.0,100.1,293.0,101.8,130.0,,65.0,2015.0,Baylor,11.0,117.46130275994328,92.38611592062398,0.9405607073912148,62.262464387593326,0.7342780410146341,0.5372667970084691,0.6485230694094634,5.066916195585048,123.38507688761534,95.56943117321056,0.9496816661761482,2015.0,Georgia St.,72.0,108.43940571780595,97.88548655165,0.7645020349773262,63.732541077126434,0.4357662253856543,0.5625087257239393,0.8441569661414623,-2.8922584955948265,102.26611272515242,96.91474090934308,0.6497834364612285,2015.0
2015,980,1414,476,VCU,7,64,64,72.0,494,Ohio St.,10,32,64,75.0,0,30.0,VCU,A10,26-9,14.6,108.2,60.0,93.6,22.0,67.1,67.0,0.059,49.0,6.4,24.0,105.8,35.0,99.4,41.0,,12.0,2015.0,20.0,Ohio St.,B10,23-10,16.6,111.5,30.0,94.9,39.0,66.4,97.0,-0.051,298.0,4.2,35.0,105.0,61.0,100.8,98.0,,330.0,2015.0,VCU,45.0,107.95442996444936,93.81339136604404,0.8340515755260667,67.62462614107562,0.6573091623318591,0.6956810648713093,0.7389685086992437,3.099649070339498,124.53017159009144,104.31253369604836,0.8846580302568499,2015.0,Ohio St.,20.0,114.1922172161442,92.67837005676829,0.9168732253733942,66.70910597110674,0.6546270617308532,0.3971308144967868,0.6865486334426176,2.5706287913447876,110.27636388137051,98.77454851480934,0.7801809131971179,2015.0
2015,978,1412,534,Arizona,2,8,64,93.0,482,Texas Southern,15,64,64,72.0,1,3.0,Arizona,P12,31-3,29.6,116.0,10.0,86.4,3.0,66.7,80.0,-0.028,251.0,5.4,32.0,105.1,57.0,99.7,51.0,,177.0,2015.0,63.0,Texas Southern,SWAC,22-12,-3.2,101.7,178.0,104.9,221.0,64.0,217.0,0.131,3.0,-5.2,60.0,99.1,323.0,104.3,265.0,,1.0,2015.0,Arizona,3.0,116.33399871813953,85.52771958687059,0.9717412240657434,67.09176145143883,0.674192323853014,0.5599199611839878,0.7202526803461805,9.070889286461782,128.43075200450298,94.26572157978076,0.9722568434344322,2015.0,Texas Southern,237.0,101.01305616967826,107.43620239223648,0.3298319057862638,63.84777002317966,0.3662614579968131,0.7504118464775018,0.8066725269743352,-4.403762426179376,99.27718053803112,102.66259889416946,0.40477225870368,2015.0
2015,976,1410,475,Villanova,1,32,64,93.0,509,Lafayette,16,64,64,52.0,1,4.0,Villanova,BE,32-2,28.5,120.8,4.0,92.3,12.0,64.5,185.0,0.044,73.0,6.5,23.0,105.1,58.0,98.6,21.0,,163.0,2015.0,62.0,Lafayette,Pat,20-12,-2.7,110.4,39.0,113.1,338.0,65.0,162.0,0.078,26.0,-3.2,55.0,101.3,220.0,104.5,273.0,,129.0,2015.0,Villanova,6.0,121.92084327262546,91.03268925268026,0.9664231018151512,64.88727430948393,0.7089591117445717,0.5490947148976938,0.7108427084766051,11.457815746477076,129.12839962766435,94.34797329339057,0.9736324771440866,2015.0,Lafayette,208.0,109.82642049237124,114.3191745129376,0.386731624399636,65.3332272972094,0.3905808023595936,0.4774746590614245,0.8679775478953149,-7.024449436642892,109.07114787605695,115.23215812619026,0.3470781976997444,2015.0
2015,974,1408,500,North Carolina St.,8,16,64,66.0,507,LSU,9,64,64,65.0,1,37.0,North Carolina St.,ACC,20-13,13.1,111.4,32.0,98.3,90.0,64.4,190.0,-0.02,227.0,7.0,15.0,106.3,21.0,99.3,35.0,,199.0,2015.0,41.0,LSU,SEC,22-10,12.6,107.0,74.0,94.4,32.0,69.8,13.0,-0.027,249.0,4.4,34.0,104.0,89.0,99.6,46.0,,294.0,2015.0,North Carolina St.,36.0,113.49458517953629,96.9548944153555,0.8595257437035323,65.04599776680793,0.7184700288104617,0.5500945577796935,0.6449243606108154,1.2294281948920434,119.4453143292682,98.64578126511626,0.9002689562951179,2015.0,LSU,42.0,107.82293753456996,93.125998119256,0.8435886669817444,70.41537745900413,0.6314900902660079,0.4569571261172349,0.7530339498919064,0.5748016097558953,113.69419838317512,88.9553253808657,0.943845096775188,2015.0
2015,972,1406,496,Northern Iowa,5,32,64,71.0,469,Wyoming,12,64,64,54.0,1,11.0,Northern Iowa,MVC,30-3,20.8,114.0,14.0,93.2,17.0,58.5,348.0,0.01,158.0,0.6,46.0,102.1,171.0,101.5,120.0,,153.0,2015.0,53.0,Wyoming,MWC,25-9,4.5,101.7,177.0,97.2,69.0,59.3,344.0,0.084,21.0,-1.9,51.0,100.7,263.0,102.6,165.0,,343.0,2015.0,Northern Iowa,17.0,114.5473355335618,92.239088588606,0.9235047830037616,58.68444987422513,0.5331799940742497,0.5490367700661457,0.8117189941575678,5.432055211337496,125.27916415648193,101.93099480862638,0.914655986858128,2015.0,Wyoming,119.0,102.05468572790862,97.47943859126242,0.6288938515411439,59.178577894772026,0.5084189459382731,0.3634849157784766,0.8182185898106007,-1.484499995480096,103.45133075229865,96.04683768056783,0.7014162374910281,2015.0
2015,970,1404,508,Louisville,4,8,64,57.0,480,UC Irvine,13,64,64,55.0,1,22.0,Louisville,ACC,24-8,16.3,105.7,98.0,89.4,6.0,65.5,138.0,0.027,115.0,6.9,18.0,106.2,29.0,99.3,38.0,,234.0,2015.0,52.0,UC Irvine,BW,21-12,5.3,103.7,135.0,98.4,91.0,63.7,232.0,-0.007,201.0,0.6,45.0,102.5,143.0,101.9,137.0,,77.0,2015.0,Louisville,16.0,108.41290959939283,86.91287176725999,0.9270323222120816,66.21531646242288,0.6996179521071523,0.499984924676159,0.6497000937651761,5.872482185914548,123.51514545845826,97.3340316229385,0.9393160983689828,2015.0,UC Irvine,87.0,105.2598202839218,96.92531325833632,0.7208430288184365,64.28789212669054,0.5290628278652618,0.544900075066573,0.8127438606182024,-4.469319888506665,104.57274942885124,89.01442898944423,0.8644170750781189,2015.0
2015,968,1402,490,Providence,6,64,64,53.0,523,Dayton,11,32,64,66.0,0,29.0,Providence,BE,22-11,15.2,110.7,38.0,95.5,47.0,65.7,126.0,0.043,74.0,8.9,6.0,107.2,7.0,98.3,13.0,,83.0,2015.0,42.0,Dayton,A10,26-8,12.3,106.9,76.0,94.6,35.0,63.7,239.0,0.032,100.0,2.5,39.0,103.0,115.0,100.5,84.0,,165.0,2015.0,Providence,26.0,112.49032493751427,93.8290416469635,0.889536674213206,65.90028185561597,0.7321448386675978,0.5905216775348049,0.6510125735355681,3.779212419035838,117.9259421055829,97.57295754284156,0.8983248689079019,2015.0,Dayton,60.0,106.98695436386792,95.00168631204664,0.7967883479282847,64.21357057736284,0.5834008183131605,0.5603330933895645,0.7888683766271505,0.8727255962193904,99.8265750331174,94.72264520694944,0.6464647178977365,2015.0
