YEAR,BY YEAR NO,BY ROUND NO,Team1_NO,Team1,Seed1,ROUND,CURRENT ROUND,Score1,Team2_NO,Team2,Seed2,ROUND.1,CURRENT ROUND.1,Score2,Team1_Win
2008,54,474,43,Kansas,1,1,32,75.0,11,UNLV,8,32,32,56.0,1
2008,52,472,7,Villanova,12,16,32,84.0,20,Siena,13,32,32,72.0,1
2008,50,470,42,Kansas St.,11,32,32,55.0,2,Wisconsin,3,16,32,72.0,0
2008,48,468,51,Davidson,10,8,32,74.0,47,Georgetown,2,32,32,70.0,1
2008,46,466,37,Memphis,1,2,32,77.0,34,Mississippi St.,8,32,32,74.0,1
2008,44,464,35,Michigan St.,5,16,32,65.0,26,Pittsburgh,4,32,32,54.0,1
2008,42,462,38,Marquette,6,32,32,81.0,18,Stanford,3,16,32,82.0,0
2008,40,460,36,Miami FL,7,32,32,72.0,15,Texas,2,8,32,75.0,0
2008,38,458,13,UCLA,1,4,32,51.0,14,Texas A&M,9,32,32,49.0,1
2008,36,456,4,Western Kentucky,12,16,32,72.0,21,San Diego,13,32,32,63.0,1
2008,34,454,24,Purdue,6,32,32,78.0,1,Xavier,3,8,32,85.0,0
2008,32,452,5,West Virginia,7,16,32,73.0,49,Duke,2,32,32,67.0,1
2008,30,226,31,North Carolina,1,4,16,68.0,6,Washington St.,4,16,16,47.0,1
2008,28,224,39,Louisville,3,8,16,79.0,16,Tennessee,2,16,16,60.0,1
2008,26,222,43,Kansas,1,1,16,72.0,7,Villanova,12,16,16,57.0,1
2008,24,220,2,Wisconsin,3,16,16,56.0,51,Davidson,10,8,16,73.0,0
2008,22,218,37,Memphis,1,2,16,92.0,35,Michigan St.,5,16,16,74.0,1
2008,20,216,18,Stanford,3,16,16,62.0,15,Texas,2,8,16,82.0,0
2008,18,214,13,UCLA,1,4,16,88.0,4,Western Kentucky,12,16,16,78.0,1
2008,16,212,1,Xavier,3,8,16,79.0,5,West Virginia,7,16,16,75.0,1
2008,14,98,31,North Carolina,1,4,8,83.0,39,Louisville,3,8,8,73.0,1
2008,12,96,43,Kansas,1,1,8,59.0,51,Davidson,10,8,8,57.0,1
2008,10,94,37,Memphis,1,2,8,85.0,15,Texas,2,8,8,67.0,1
2008,8,92,13,UCLA,1,4,8,76.0,1,Xavier,3,8,8,57.0,1
2008,6,34,31,North Carolina,1,4,4,66.0,43,Kansas,1,1,4,84.0,0
2008,4,32,37,Memphis,1,2,4,78.0,13,UCLA,1,4,4,63.0,1
2008,2,2,43,Kansas,1,1,2,75.0,37,Memphis,1,2,2,68.0,1
